Wall time,Step,Value
1586705807.769149,1,0.06178036704659462
1586705813.823827,2,0.040356263518333435
1586705819.8731465,3,0.036302246153354645
1586705825.9480798,4,0.03434516116976738
1586705832.042417,5,0.03314579278230667
1586705838.1372206,6,0.0322599820792675
1586705844.2405949,7,0.03161001205444336
1586705850.3438804,8,0.031161820515990257
1586705856.4553244,9,0.03084373101592064
1586705862.5518703,10,0.03058554232120514
1586705868.6344886,11,0.03037143684923649
1586705874.7473884,12,0.03018372319638729
1586705880.8682067,13,0.030031315982341766
1586705886.9827218,14,0.029860926792025566
1586705893.0886464,15,0.02974468283355236
1586705899.1561906,16,0.029644006863236427
1586705905.2536275,17,0.029518716037273407
1586705911.3389735,18,0.029421331360936165
1586705917.4053338,19,0.029314126819372177
1586705923.4817052,20,0.029209576547145844
1586705929.621331,21,0.029075074940919876
1586705935.745778,22,0.028966480866074562
1586705941.8552809,23,0.028829602524638176
1586705947.9539497,24,0.028707245364785194
1586705954.0850606,25,0.02860543318092823
1586705960.186004,26,0.028490474447607994
1586705966.2536542,27,0.028390266001224518
1586705972.3477354,28,0.028322381898760796
1586705978.444685,29,0.028218459337949753
1586705984.571829,30,0.02814284712076187
1586705990.6943862,31,0.028056183829903603
1586705996.7699683,32,0.027982916682958603
1586706002.863947,33,0.027921456843614578
1586706008.9567926,34,0.027855657041072845
1586706015.0383914,35,0.027792656794190407
1586706021.115983,36,0.027725664898753166
1586706027.1833692,37,0.02764870598912239
1586706033.2526076,38,0.02758258953690529
1586706039.342381,39,0.027504773810505867
1586706045.4270828,40,0.0273816529661417
1586706051.5139136,41,0.02716020680963993
1586706057.5816836,42,0.02698087878525257
1586706063.7090497,43,0.026831667870283127
1586706069.7911808,44,0.02672252245247364
1586706075.9119272,45,0.026592951267957687
1586706082.0184598,46,0.026465188711881638
1586706088.0903606,47,0.026360176503658295
1586706094.159605,48,0.026272526010870934
1586706100.2754123,49,0.02617766335606575
1586706106.3509912,50,0.02612101286649704
1586706112.4494092,51,0.02602720633149147
1586706118.5300436,52,0.02595455013215542
1586706124.5994885,53,0.025942664593458176
1586706130.7202392,54,0.025862665846943855
1586706136.8421707,55,0.025811562314629555
1586706142.9380023,56,0.025764018297195435
1586706149.0043368,57,0.02571246586740017
1586706155.074495,58,0.02567915804684162
1586706161.1566117,59,0.025634367018938065
1586706167.2308462,60,0.02559211663901806
1586706173.3153167,61,0.02555018477141857
1586706179.3860157,62,0.025523539632558823
1586706185.5126095,63,0.025480883195996284
1586706191.5918753,64,0.02546815387904644
1586706197.6635244,65,0.02544298768043518
1586706203.7337608,66,0.025394320487976074
1586706209.8036737,67,0.025375377386808395
1586706215.8755698,68,0.02535875514149666
1586706221.9607337,69,0.025298040360212326
1586706228.0479386,70,0.025287460535764694
1586706234.1358101,71,0.025261593982577324
1586706240.2068236,72,0.02524794265627861
1586706246.275041,73,0.02522505447268486
1586706252.3661003,74,0.02519867941737175
1586706258.4810688,75,0.025167109444737434
1586706264.5835288,76,0.025150345638394356
1586706270.654778,77,0.02511380799114704
1586706276.7360804,78,0.02511473186314106
1586706282.8591068,79,0.025089669972658157
1586706288.9352856,80,0.025055432692170143
1586706295.0306287,81,0.025060487911105156
1586706301.1483192,82,0.025014452636241913
1586706307.2767608,83,0.025009790435433388
1586706313.3804758,84,0.025000201538205147
1586706319.46516,85,0.02496718056499958
1586706325.5742729,86,0.024959100410342216
1586706331.646935,87,0.02493775077164173
1586706337.7177272,88,0.024900775402784348
1586706343.8193824,89,0.024899985641241074
1586706349.9435098,90,0.024902109056711197
1586706356.0763845,91,0.024872593581676483
1586706362.2004063,92,0.02484370954334736
1586706368.3242717,93,0.024823250249028206
1586706374.417282,94,0.02480914443731308
1586706380.565065,95,0.024784965440630913
1586706386.6717932,96,0.024773256853222847
1586706392.7647262,97,0.02475021593272686
1586706398.8301265,98,0.02472367137670517
1586706404.912611,99,0.02471788413822651
1586706411.0336375,100,0.0247107595205307
