Wall time,Step,Value
1586703715.8461118,1,0.05884372442960739
1586703722.0762472,2,0.04566469416022301
1586703728.2991247,3,0.03921487554907799
1586703734.486497,4,0.03672180324792862
1586703740.7025883,5,0.03546196222305298
1586703746.935664,6,0.03464357554912567
1586703753.1689014,7,0.03408234193921089
1586703759.3613937,8,0.0336189940571785
1586703765.5400388,9,0.033247191458940506
1586703771.7661605,10,0.032950978726148605
1586703778.01116,11,0.032726798206567764
1586703784.2018466,12,0.03247072547674179
1586703790.438813,13,0.032297417521476746
1586703796.670223,14,0.03209122270345688
1586703802.8607073,15,0.03194207325577736
1586703809.0918007,16,0.031819917261600494
1586703815.3251016,17,0.031713709235191345
1586703821.5474296,18,0.03157123550772667
1586703827.7857025,19,0.03147464618086815
1586703834.0062268,20,0.03139284625649452
1586703840.2304695,21,0.03129895403981209
1586703846.4699948,22,0.031218085438013077
1586703852.671595,23,0.03112577646970749
1586703858.8731916,24,0.03108285553753376
1586703865.0598807,25,0.031012900173664093
1586703871.2869446,26,0.030947165563702583
1586703877.529183,27,0.03089992143213749
1586703883.7490058,28,0.030855776742100716
1586703889.9388275,29,0.030784042552113533
1586703896.1258829,30,0.03072124905884266
1586703902.3743865,31,0.030705034732818604
1586703908.6177223,32,0.030610091984272003
1586703914.819009,33,0.030589230358600616
1586703921.0333471,34,0.030557304620742798
1586703927.2694867,35,0.030501672998070717
1586703933.4888785,36,0.030453868210315704
1586703939.673335,37,0.03040650673210621
1586703945.8859406,38,0.030343253165483475
1586703952.1175916,39,0.030291173607110977
1586703958.3246183,40,0.030045950785279274
1586703964.5394626,41,0.02957378886640072
1586703970.7768495,42,0.02913782000541687
1586703976.9854016,43,0.028886130079627037
1586703983.1758502,44,0.028721177950501442
1586703989.3927157,45,0.028556523844599724
1586703995.591129,46,0.028422443196177483
1586704001.8076205,47,0.028267180547118187
1586704008.0135174,48,0.02817506343126297
1586704014.2280161,49,0.028040839359164238
1586704020.43735,50,0.027957823127508163
1586704026.6617825,51,0.027850966900587082
1586704032.8786726,52,0.027764996513724327
1586704039.0980327,53,0.02770073711872101
1586704045.309176,54,0.02763015776872635
1586704051.5360253,55,0.027569366618990898
1586704057.7417536,56,0.02751002460718155
1586704063.9331896,57,0.0274623092263937
1586704070.1734998,58,0.027384791523218155
1586704076.3615746,59,0.027329329401254654
1586704082.591573,60,0.027283813804388046
1586704088.8459756,61,0.02724052034318447
1586704095.085641,62,0.02719169110059738
1586704101.2920365,63,0.02716359682381153
1586704107.5116189,64,0.027141861617565155
1586704113.7355764,65,0.02705846168100834
1586704119.9286318,66,0.02703254111111164
1586704126.1681168,67,0.026988808065652847
1586704132.3771052,68,0.026952266693115234
1586704138.603839,69,0.02690388262271881
1586704144.8395221,70,0.026878850534558296
1586704151.112205,71,0.02685256488621235
1586704157.3625498,72,0.026817383244633675
1586704163.6067197,73,0.026796182617545128
1586704169.8412573,74,0.02676432579755783
1586704176.0787563,75,0.026724576950073242
1586704182.349032,76,0.026702431961894035
1586704188.6018717,77,0.02666490338742733
1586704194.8349516,78,0.026644065976142883
1586704201.053694,79,0.026640096679329872
1586704207.2695756,80,0.026590844616293907
1586704213.526217,81,0.026583848521113396
1586704219.7525673,82,0.026540346443653107
1586704225.9417794,83,0.02652236633002758
1586704232.1638541,84,0.026508767157793045
1586704238.3940492,85,0.02648807503283024
1586704244.6268666,86,0.02644839882850647
1586704250.8572795,87,0.026419345289468765
1586704257.0403259,88,0.026409845799207687
1586704263.2492352,89,0.026395102962851524
1586704269.4433103,90,0.02636857144534588
1586704275.6417267,91,0.026358235627412796
1586704281.827597,92,0.026341943070292473
1586704288.0587223,93,0.026317276060581207
1586704294.248996,94,0.026308517903089523
1586704300.4890244,95,0.02630522847175598
1586704306.727024,96,0.026269612833857536
1586704312.9314435,97,0.026265183463692665
1586704319.1338038,98,0.02622854895889759
1586704325.3710554,99,0.026252977550029755
1586704331.5895011,100,0.026224160566926003
