Wall time,Step,Value
1586958877.5985043,1,44.445404052734375
1586958883.6771126,2,34.05672073364258
1586958889.7188993,3,32.58476638793945
1586958895.7746248,4,31.90215492248535
1586958901.8360515,5,31.469947814941406
1586958907.878505,6,31.154043197631836
1586958913.9143357,7,30.891357421875
1586958919.950255,8,30.678956985473633
1586958926.0075076,9,30.5141544342041
1586958932.0636957,10,30.37052345275879
1586958938.1441007,11,30.195798873901367
1586958944.2408288,12,30.087615966796875
1586958950.3148334,13,29.95400619506836
1586958956.3640604,14,29.85995101928711
1586958962.432723,15,29.761940002441406
1586958968.484173,16,29.70244026184082
1586958974.5748675,17,29.590587615966797
1586958980.6678174,18,29.538101196289062
1586958986.7348669,19,29.427812576293945
1586958992.81744,20,29.388858795166016
1586958998.897415,21,29.314693450927734
1586959004.932905,22,29.281124114990234
1586959010.9681408,23,29.240049362182617
1586959017.0020914,24,29.183387756347656
1586959023.0444157,25,29.10914421081543
1586959029.090047,26,29.056169509887695
1586959035.171157,27,29.00664520263672
1586959041.2433825,28,29.012020111083984
1586959047.2861624,29,28.970386505126953
1586959053.3665774,30,28.936716079711914
1586959059.427967,31,28.893043518066406
1586959065.4673896,32,28.883325576782227
1586959071.533961,33,28.836095809936523
1586959077.6286583,34,28.81099510192871
1586959083.6770167,35,28.80327033996582
1586959089.7206511,36,28.733501434326172
1586959095.7572575,37,28.740741729736328
1586959101.793842,38,28.696060180664062
1586959107.8358471,39,28.674327850341797
1586959113.889089,40,28.654966354370117
1586959119.970314,41,28.64668846130371
1586959126.0347679,42,28.62079429626465
1586959132.0851982,43,28.601760864257812
1586959138.1729572,44,28.598604202270508
1586959144.2396622,45,28.56281089782715
1586959150.2808213,46,28.55806541442871
1586959156.3206525,47,28.535907745361328
1586959162.3597994,48,28.519733428955078
1586959168.4114535,49,28.48967742919922
1586959174.5002143,50,28.482192993164062
1586959180.5982902,51,28.477783203125
1586959186.679376,52,28.462757110595703
1586959192.7189822,53,28.430788040161133
1586959198.7909336,54,28.425161361694336
1586959204.8810947,55,28.420225143432617
1586959210.9505227,56,28.40226936340332
1586959217.034128,57,28.383073806762695
1586959223.1056182,58,28.394765853881836
1586959229.1997006,59,28.350629806518555
1586959235.296503,60,28.327911376953125
1586959241.3509586,61,28.339326858520508
1586959247.3886514,62,28.328758239746094
1586959253.4545453,63,28.304338455200195
1586959259.5393577,64,28.313379287719727
1586959265.6262567,65,28.274879455566406
1586959271.681692,66,28.283288955688477
1586959277.7199297,67,28.263729095458984
1586959283.8017197,68,28.263916015625
1586959289.8874722,69,28.24001693725586
1586959295.921884,70,28.255395889282227
1586959302.018283,71,28.223188400268555
1586959308.1013117,72,28.227825164794922
1586959314.175531,73,28.21959114074707
1586959320.2621813,74,28.2177734375
1586959326.3347042,75,28.204320907592773
1586959332.3853369,76,28.188297271728516
1586959338.4307277,77,28.1790714263916
1586959344.476347,78,28.199350357055664
1586959350.5190368,79,28.16468620300293
1586959356.551601,80,28.17183494567871
1586959362.618831,81,28.15721893310547
1586959368.677645,82,28.154138565063477
1586959374.7432392,83,28.152936935424805
1586959380.8338785,84,28.12447166442871
1586959386.894668,85,28.13205337524414
1586959392.9447901,86,28.12860870361328
1586959399.0216432,87,28.11770248413086
1586959405.1081495,88,28.12127685546875
1586959411.1626835,89,28.108366012573242
1586959417.1990116,90,28.095918655395508
1586959423.2811038,91,28.085474014282227
1586959429.3759308,92,28.08158302307129
1586959435.4771678,93,28.071889877319336
1586959441.571519,94,28.054811477661133
1586959447.647703,95,28.07008171081543
1586959453.7248209,96,28.061267852783203
1586959459.7958534,97,28.037553787231445
1586959465.8401957,98,28.031999588012695
1586959471.8864665,99,28.049667358398438
1586959477.9298468,100,28.02539825439453
