Wall time,Step,Value
1586960118.0262928,1,44.941829681396484
1586960124.1034102,2,32.669437408447266
1586960130.2085986,3,29.497196197509766
1586960136.299204,4,26.542659759521484
1586960142.399297,5,24.40584373474121
1586960148.516255,6,23.0833797454834
1586960154.655633,7,22.06342887878418
1586960160.7831163,8,21.194515228271484
1586960166.8900995,9,20.54561996459961
1586960173.0068173,10,20.1023006439209
1586960179.1533053,11,19.80084991455078
1586960185.2756867,12,19.53645896911621
1586960191.3580914,13,19.306386947631836
1586960197.4660923,14,19.09235382080078
1586960203.562763,15,18.948667526245117
1586960209.6604111,16,18.757431030273438
1586960215.79131,17,18.627857208251953
1586960221.928489,18,18.501420974731445
1586960228.066348,19,18.370330810546875
1586960234.157074,20,18.267263412475586
1586960240.29563,21,18.190902709960938
1586960246.4376676,22,18.086971282958984
1586960252.5600119,23,18.023401260375977
1586960258.6959574,24,17.94805145263672
1586960264.836831,25,17.883487701416016
1586960270.9522533,26,17.819995880126953
1586960277.074446,27,17.74932289123535
1586960283.2075703,28,17.696456909179688
1586960289.3007448,29,17.6563777923584
1586960295.3896353,30,17.583011627197266
1586960301.4854043,31,17.56317138671875
1586960307.580524,32,17.51311683654785
1586960313.705335,33,17.463335037231445
1586960319.8215947,34,17.43536949157715
1586960325.9521325,35,17.394750595092773
1586960332.061728,36,17.35358238220215
1586960338.144842,37,17.303604125976562
1586960344.267943,38,17.281206130981445
1586960350.391513,39,17.239295959472656
1586960356.5137718,40,17.225255966186523
1586960362.6577766,41,17.19710350036621
1586960368.7537856,42,17.158061981201172
1586960374.8679395,43,17.124168395996094
1586960381.0019546,44,17.11331558227539
1586960387.0943837,45,17.073474884033203
1586960393.2351408,46,17.042585372924805
1586960399.3555992,47,17.021808624267578
1586960405.490067,48,17.003589630126953
1586960411.6042295,49,16.99638557434082
1586960417.7174275,50,16.97016716003418
1586960423.8129032,51,16.93803596496582
1586960429.8934925,52,16.931537628173828
1586960436.0141687,53,16.91708755493164
1586960442.1492188,54,16.885908126831055
1586960448.2617545,55,16.870649337768555
1586960454.365265,56,16.85371971130371
1586960460.4548185,57,16.84455680847168
1586960466.5652454,58,16.82322883605957
1586960472.701431,59,16.80763053894043
1586960478.8041735,60,16.79596710205078
1586960484.92877,61,16.76392936706543
1586960491.0344071,62,16.77280044555664
1586960497.1254892,63,16.75916862487793
1586960503.23802,64,16.739723205566406
1586960509.380911,65,16.725135803222656
1586960515.5178792,66,16.725914001464844
1586960521.6414082,67,16.699207305908203
1586960527.7387087,68,16.684814453125
1586960533.879826,69,16.67990493774414
1586960539.9865203,70,16.66382598876953
1586960546.1184673,71,16.645784378051758
1586960552.2042382,72,16.652423858642578
1586960558.2871902,73,16.63538932800293
1586960564.4065855,74,16.627147674560547
1586960570.5206034,75,16.61318016052246
1586960576.6528265,76,16.587162017822266
1586960582.7828977,77,16.581533432006836
1586960588.8650203,78,16.566207885742188
1586960594.9560513,79,16.576642990112305
1586960601.078263,80,16.56669044494629
1586960607.2114108,81,16.55524444580078
1586960613.344268,82,16.538288116455078
1586960619.4595313,83,16.536964416503906
1586960625.5478005,84,16.504642486572266
1586960631.6551166,85,16.512025833129883
1586960637.743679,86,16.517257690429688
1586960643.8281412,87,16.509586334228516
1586960649.9602613,88,16.510202407836914
1586960656.0681167,89,16.489213943481445
1586960662.1808436,90,16.478281021118164
1586960668.3203824,91,16.472206115722656
1586960674.410915,92,16.466907501220703
1586960680.534677,93,16.456514358520508
1586960686.6199682,94,16.439786911010742
1586960692.726194,95,16.455169677734375
1586960698.815868,96,16.443647384643555
1586960704.8991814,97,16.446044921875
1586960711.0027552,98,16.416217803955078
1586960717.1375225,99,16.432247161865234
1586960723.268134,100,16.41884422302246
