Wall time,Step,Value
1586958244.9470246,1,39.395599365234375
1586958251.2436392,2,28.982620239257812
1586958257.5416598,3,27.529796600341797
1586958263.835407,4,26.71161460876465
1586958270.1101186,5,26.096538543701172
1586958276.4250166,6,25.616756439208984
1586958282.7149181,7,25.22270965576172
1586958288.9857137,8,24.909679412841797
1586958295.3063703,9,24.648591995239258
1586958301.627104,10,24.39815330505371
1586958307.9654498,11,24.19860076904297
1586958314.29196,12,24.012229919433594
1586958320.6225243,13,23.855810165405273
1586958326.9039438,14,23.701486587524414
1586958333.1772227,15,23.564817428588867
1586958339.4967084,16,23.45521354675293
1586958345.829883,17,23.32733917236328
1586958352.170908,18,23.23028564453125
1586958358.5069122,19,23.131025314331055
1586958364.8183076,20,23.048410415649414
1586958371.1215367,21,22.964092254638672
1586958377.4174187,22,22.869136810302734
1586958383.766431,23,22.8063907623291
1586958390.0997407,24,22.746719360351562
1586958396.4191854,25,22.678142547607422
1586958402.7034433,26,22.617027282714844
1586958408.990457,27,22.5473690032959
1586958415.2862713,28,22.497339248657227
1586958421.6174483,29,22.45757484436035
1586958427.9521346,30,22.39766502380371
1586958434.2501607,31,22.345199584960938
1586958440.5367787,32,22.282033920288086
1586958446.83412,33,22.245155334472656
1586958453.1533744,34,22.211654663085938
1586958459.4819763,35,22.163541793823242
1586958465.7961402,36,22.110994338989258
1586958472.078099,37,22.069190979003906
1586958478.3602538,38,22.04490089416504
1586958484.6783416,39,21.99909019470215
1586958490.9684405,40,21.959571838378906
1586958497.259619,41,21.9315242767334
1586958503.5500815,42,21.911895751953125
1586958509.927258,43,21.862581253051758
1586958516.2673478,44,21.819541931152344
1586958522.5813723,45,21.804410934448242
1586958528.9030697,46,21.76996421813965
1586958535.2225835,47,21.741281509399414
1586958541.550764,48,21.717737197875977
1586958547.8548045,49,21.686080932617188
1586958554.169868,50,21.65267562866211
1586958560.5165374,51,21.625349044799805
1586958566.818119,52,21.607210159301758
1586958573.102292,53,21.576955795288086
1586958579.380846,54,21.56757354736328
1586958585.6900556,55,21.527620315551758
1586958591.976395,56,21.51046371459961
1586958598.2719138,57,21.490076065063477
1586958604.604224,58,21.460126876831055
1586958610.9134004,59,21.447769165039062
1586958617.2025156,60,21.42975616455078
1586958623.4939413,61,21.40151596069336
1586958629.8025587,62,21.384830474853516
1586958636.1323583,63,21.364269256591797
1586958642.420007,64,21.34919548034668
1586958648.7246969,65,21.319013595581055
1586958655.0044615,66,21.315492630004883
1586958661.2845583,67,21.276546478271484
1586958667.574065,68,21.270204544067383
1586958673.9033344,69,21.25562858581543
1586958680.2413485,70,21.23872184753418
1586958686.5425963,71,21.230144500732422
1586958692.8243394,72,21.194501876831055
1586958699.1070971,73,21.186519622802734
1586958705.38324,74,21.165319442749023
1586958711.7123935,75,21.16490364074707
1586958718.0488951,76,21.145212173461914
1586958724.3824253,77,21.123031616210938
1586958730.718468,78,21.124895095825195
1586958737.051273,79,21.104393005371094
1586958743.3803267,80,21.079565048217773
1586958749.715888,81,21.058876037597656
1586958756.0059247,82,21.048641204833984
1586958762.312869,83,21.040298461914062
1586958768.6543787,84,21.030641555786133
1586958774.9477012,85,21.022069931030273
1586958781.2356377,86,20.991554260253906
1586958787.5467196,87,20.99953269958496
1586958793.831373,88,20.97433853149414
1586958800.1339264,89,20.956296920776367
1586958806.4653552,90,20.95689582824707
1586958812.7597454,91,20.952747344970703
1586958819.0366576,92,20.910770416259766
1586958825.365978,93,20.91945457458496
1586958831.6647062,94,20.90597915649414
1586958837.9509175,95,20.90143394470215
1586958844.2395966,96,20.862892150878906
1586958850.5736449,97,20.877399444580078
1586958856.9124236,98,20.84208869934082
1586958863.2502575,99,20.851274490356445
1586958869.5572612,100,20.856090545654297
